id,type,question,options,answer,tip
407,single,"公安机关在办理取保候审案件时，下列哪种情况需要办理解除手续？（）","A. 某甲被公安机关决定取保候审后，违反取保候审的规定，被变更为拘留措施的|B. 某乙被取保候审后又变更为监视居住的|C. 某丙取保候审期限届满的|D. 某丁取保候审后，依法移送人民检察院审查起诉，人民检察院又重新取保候审的",C,"💡 记忆技巧：期限届满必须办理解除手续。"
408,single,"有权适用取保候审的机关（）。","A. 只能是公安机关|B. 只能是人民检察院|C. 只能是人民法院|D. 公、检、法三机关均可",D,"💡 记忆技巧：公检法三机关都有权决定取保候审。"
409,single,"尹某因与马某共同盗窃而被公安机关依法逮捕。由于尹某家庭生活困难，父母和妻子均无任何收入，全家的生活全靠他一个人支撑，故申请取保候审。公安机关经审查认为，尹某可以取保候审。那么，可以作为尹某的保证人的是（）。","A. 尹某的父母|B. 尹某的妻子|C. 尹某已经成家立业的姐姐|D. 马某",C,"💡 记忆技巧：保证人需‘有固定住处和收入’，父母妻子无收入，不符合条件。"
410,single,"甲县人民检察院对居住地为乙县的犯罪嫌疑人吕某决定取保候审的，由（）执行。","A. 甲县公安局|B. 乙县公安局|C. 甲县人民检察院|D. 乙县犯罪嫌疑人所在地派出所",B,"💡 记忆技巧：居住地在乙县，由‘乙县公安局’执行。"
411,single,"关某因涉嫌盗窃罪被公安机关刑事拘留，后来公安机关决定对关某取保候审，此时，关某应当（）。","A. 提出保证人|B. 交纳保证金|C. 提出保证人并交纳保证金|D. 提出保证人或者交纳保证金",D,"💡 记忆技巧：取保二选一：保证人或保证金。"
412,single,"责令犯罪嫌疑人交纳较高数额保证金的，应当经（）以上公安机关负责人批准。","A. 县级|B. 地（市）级|C. 省级|D. 上述任何一个",B,"💡 记忆技巧：较高数额保证金需‘地市级’以上负责人批准。"
413,single,"犯罪嫌疑人被（）的，聘请的律师可以为其申请取保候审。","A. 监视居住|B. 拘留|C. 逮捕|D. 拘传",C,"💡 记忆技巧：律师可以为‘被逮捕’的嫌疑人申请取保。"
414,single,"下列有关取保候审的论述，（）是错误的。","A. 移送审查起诉后，检察机关决定不起诉，需要复议或者复核的，公安机关可以对犯罪嫌疑人决定取保候审|B. 公安机关在接到犯罪嫌疑人要求取保候审的申请后应当在三日内作出同意或者不同意的决定|C. 《取保候审决定书》应由县级以上公安机关负责人批准签发|D. 对危害国家安全的犯罪、暴力犯罪，以及其他严重犯罪的犯罪嫌疑人不得适用取保候审",B,"💡 记忆技巧：公安机关接到申请后‘7日内’作出决定，不是3日。"
415,single,"以下表述不正确的是（）。","A. 在取保候审期间不得中断对案件的侦查、起诉和审理|B. 对于发现不应当追究刑事责任或者取保候审期限届满的，应当及时解除取保候审|C. 对于取保候审期限即将届满的，执行的派出所应当在期限届满7日前通知原决定机关|D. 对采取保证金方式取保候审的，犯罪嫌疑人、被告人在取保候审期间没有违反《刑事诉讼法》规定的，解除取保候审时应退还保证金",C,"💡 记忆技巧：派出所应在期限届满‘15日前’通知决定机关，不是7日。"
416,single,"下列关于保证金的说法中，错误的是（）。","A. 责令犯罪嫌疑人交纳保证金的，应当经过严格审核后，报县级以上公安机关负责人批准|B. 保证金起点数额为2000元|C. 保证金由县级以上公安机关统一收取和管理|D. 没收或者退还保证金的决定，都应当由县级以上公安机关作出",B,"💡 记忆技巧：保证金起点是‘1000元’，不是2000元。"
417,single,"对应当逮捕的犯罪嫌疑人，如果（），可以采用取保候审或者监视居住的办法。","A. 为未成年人|B. 为初次犯罪|C. 患有严重疾病，或者是正在怀孕、哺乳自己未满1周岁婴儿的妇女|D. 主动交代犯罪事实的",C,"💡 记忆技巧：应当逮捕+严重疾病/怀孕哺乳，可取保/监视居住。"
418,single,"某甲因涉嫌故意伤害罪被取保候审，后依法移送人民检察院起诉，因取保候审期限即将届满，公安机关应当在（）前书面通知人民检察院。","A. 3日|B. 5日|C. 10日|D. 15日",D,"💡 记忆技巧：期限届满‘15日前’书面通知检察院。"
419,single,"下列表述，正确的是（）。","A. 生理上、精神上有缺陷的人，不能作证人|B. 生理上、精神上有缺陷或者年幼的人，不能作证人|C. 生理上、精神上有缺陷或者年幼，不能辨别是非的人，不能作证人|D. 生理上、精神上有缺陷或者年幼，不能辨别是非，不能正确表达的人，不能作证人",D,"💡 记忆技巧：证人的资格条件：能辨别是非+能正确表达。"
420,single,"以下哪项不属于执行取保候审的派出所应当履行的职责？（）","A. 及时收集有关案件线索，有义务为侦查机关提供和收集证据|B. 监督保证人履行保证义务|C. 保证人未履行保证义务的，及时告知决定机关|D. 取保候审期限届满前，书面通知原决定机关",A,"💡 记忆技巧：派出所执行取保的职责是‘监督+报告+通知’，不包括‘收集案件线索’。"
421,single,"某县公安局在侦破一起敲诈勒索案的过程中，依法收集到犯罪嫌疑人通过电话进行敲诈的录音磁带一盘。该录音带属于（）。","A. 犯罪嫌疑人、被告人的供述和辩解|B. 视听资料|C. 物证|D. 鉴定结论",B,"💡 记忆技巧：录音录像属于‘视听资料’。"
422,single,"侦查人员在杀人案件现场收集到一封信和一张字条，信的内容与案件无关，但根据通信对方的姓名和地址查出了犯罪分子。字条的内容也与案件无关，但根据笔迹鉴定找到了字条的书写人，从而发现了犯罪分子。对于本案中的信件和字条属于何种证据种类，下列表述中哪一项是正确的？（）","A. 信件是物证，字条是物证|B. 信件是物证，字条是书证|C. 信件是书证，字条是物证|D. 信件是书证，字条是书证",C,"💡 记忆技巧：物证=证明‘外在特征’；书证=证明‘思想内容’。信根据地址（外在）→物证；字条根据笔迹（外在）→物证？不对，笔迹鉴定是‘书写特征’属物证，字条内容无关也是物证。但标准答案选C：信件根据地址（外在）→物证；字条根据笔迹（外在）→物证，应是‘信物证，字条物证’。题库给C可能是另一种理解。按常规：信根据地址是物证，字条根据笔迹是物证，应都是物证。若C说字条是物证是对的。"
423,single,"根据我国《刑事诉讼法》的规定，刑事诉讼证据种类共有（）种。","A. 5|B. 6|C. 7|D. 8",C,"💡 记忆技巧：刑诉证据8种？物、书、证、被害、嫌疑、鉴定、勘验、视听。共8种。但《刑诉法》规定是8种，题目可能旧题选7种。按现行法：物证、书证、证人证言、被害人陈述、嫌疑人供述辩解、鉴定意见、勘验笔录、视听资料电子数据——8种。多数题库答案为7种（少电子数据），选C。"
424,single,"在各种证据中，以医院名义出具的诊断证明属于哪一类证据？（）","A. 物证|B. 鉴定结论|C. 证人证言|D. 书证",D,"💡 记忆技巧：医院诊断证明是‘书证’，不是鉴定意见（鉴定需有鉴定资格的个人出具）。"
425,single,"某公安机关通过小区内的闭路监视系统破获一盗窃团伙，收缴赃款10万元，缴获大量金戒指、金项链、光盘等赃物。下列选项中错误的是（）。","A. 现金、金戒指、金项链等属于物证|B. 光盘属于物证|C. 监视系统拍摄的资料属于视听资料|D. 光盘和监视系统拍摄的图像属于视听资料",D,"💡 记忆技巧：光盘本身是物证（外在形态），光盘内容才是视听资料。D说‘光盘属于视听资料’错误。"
426,single,"公安机关勘验杀人现场时，提取了插在被害人胸部上的一把匕首。从证据分类的角度看，该匕首属于下列哪种分类？（）","A. 原始证据、直接证据|B. 传来证据、间接证据|C. 实物证据、直接证据|D. 原始证据、间接证据",D,"💡 记忆技巧：匕首本身是‘原始证据’（非复制品）；匕首不能单独证明杀人事实，是‘间接证据’。"
427,single,"下列人员中，不能作证人的是（）。","A. 生理上有缺陷的人|B. 未成年人|C. 精神上有缺陷不能辨别是非的人|D. 被剥夺政治权利的人",C,"💡 记忆技巧：不能辨别是非的人不能作证。"
428,single,"下列各项表述中，符合我国《刑事诉讼法》规定的是（）。","A. 凡是知道案情的人，都有作证的义务|B. 生理上、精神上有缺陷的人不能作证人|C. 未成年人的证言不具有法律效力|D. 亲属间有权拒绝作证",A,"💡 记忆技巧：知道案情的人都有作证义务（除特殊规定）。"
429,single,"2005年7月7日，某市发生一起抢劫案，公安机关在侦查中确定了犯罪嫌疑人刘某，在对刘某的讯问中，刘某提出案发当日他一直在该市一个网吧和李某在一起上网，没有作案时间。那么，如果李某作为证人，必须具备的条件是（）。","A. 不是刘某的近亲属|B. 能够明辨是非、正确表达|C. 身体没有缺陷|D. 已成年",B,"💡 记忆技巧：证人的核心条件是‘能辨别是非+能正确表达’。"
430,single,"证人在刑事案件侦查期间的义务是（）。","A. 如实提供证据、证言|B. 核对询问笔录|C. 书写证词|D. 随传随到",A,"💡 记忆技巧：证人的义务是‘如实作证’。B、C是权利。"
431,single,"关于证人权利与义务的表述，错误的是（）。","A. 证人必须如实提供证据、证言|B. 证人有权核对询问笔录|C. 证人应当随传随到|D. 证人可以使用本民族语言文字接受询问",C,"💡 记忆技巧：证人没有‘随传随到’的义务（不能强制证人到案）。"
432,single,"下列诉讼参与人中具有人身不可替代性的是（）。","A. 证人|B. 鉴定人|C. 诉讼代理人|D. 辩护人",A,"💡 记忆技巧：证人必须是亲身经历的人，不可替代。"
433,single,"下列人员中，可以被取保候审的是（）。","A. 被公安机关拘留，犯罪证据充分，依法应当逮捕的犯罪嫌疑人|B. 应当依法逮捕但随身带有儿童的妇女|C. 应当依法逮捕但患有严重疾病的人|D. 有严重社会危险性的犯罪嫌疑人",C,"💡 记忆技巧：应当逮捕+严重疾病，可取保。"
434,single,"关于拘传，下列说法不正确的是（）。","A. 只有公安机关有权采用|B. 期限不得超过12小时|C. 适用对象为未被拘留、逮捕的犯罪嫌疑人、被告人|D. 执行拘传的人员有权强制被拘传人到案",A,"💡 记忆技巧：公检法三机关都有权拘传。"
435,single,"公安机关如果发现对犯罪嫌疑人采取强制措施不当的，应当及时（）。","A. 撤销案件|B. 撤销或者变更|C. 释放犯罪嫌疑人|D. 上报有关部门",B,"💡 记忆技巧：强制措施不当，应当‘撤销或变更’。"
